weibo_id,tweet_user,RMSE
3969627849701566,5645189,0.09120500937290338
3802181700143669,8216680,0.10850274025689517
3959386655808772,7389240,0.10885282451860567
3956525074385443,2652524,0.1090781981099455
3933405458488048,3789449,0.10950653207468794
3838719666955510,7389240,0.11082372095615889
3890611154922643,7298946,0.11142979281397325
3831932448453143,7826375,0.11166009144568369
3932607240243095,7298946,0.11206685196401023
3953913114190219,6308706,0.11491274131451455
3960545885207804,2544997,0.11737492628233874
3879105533461289,7298946,0.11785012442660164
3904715035666424,1351956,0.12251244678028311
3917395585957941,5645189,0.12414729591630103
3908417024530576,6337870,0.12436205515897114
3926883051802820,6337870,0.12453773554741439
3852864357291005,8205510,0.1253427063300326
3941749434991383,5244134,0.12542592879496428
3955080199896944,5645189,0.12548863551259207
3941748650408058,5244134,0.12594452731422787
3919922516238639,6337870,0.12605326015252155
3910951398679885,3789449,0.1267896162066231
3946691608554512,3881265,0.12687434426153768
3836524712098947,7298946,0.12710350625401196
3888141037468510,7298946,0.12721329646464985
3883019926935292,5340470,0.1278985656290266
3914052956606533,5850543,0.12809062000946103
3963362855812327,3532885,0.129363707585151
3893482848383842,7241110,0.12976308528079986
3923905209092879,7298946,0.1309392722389405
3962659978605260,7569041,0.13115906769809166
3925800916766199,7559628,0.13272688810628014
3911209201558732,4116903,0.13415868606202216
3954469278650574,4701321,0.13417840953274368
3936562591324945,6692483,0.13447028207260117
3861668012314675,5257388,0.1354081580996511
3910143806549671,8216680,0.13569131421746491
3811295851977626,6058016,0.13588774083653174
3898123522812264,5850543,0.13621101055541068
3944609177953182,3881265,0.13629476442408806
3944125323143327,5850543,0.13683024537769609
3862226387299735,7298946,0.13699372096199147
3848617871713253,1507856,0.13730752167468194
3899931812760469,5850543,0.13733988116019472
3952113891341672,7568638,0.1377679283580252
3867854572669612,7298946,0.13788138292834046
3936172973726975,5850543,0.1380168024713793
3975309545502721,5850543,0.1384775149953487
3878252038425725,7298946,0.13934702102857593
3912432260592876,800129,0.13958236518408645
3933314949330718,6376516,0.1396733830344804
3965280554290423,5814558,0.13978147276707295
3895639274319303,7298946,0.14005208296882982
3891691297349273,8090322,0.14079439517849177
3923908401461546,5961549,0.14200588176243237
3865961050833982,4987001,0.1420272159943591
3971838151542762,7954066,0.14207737863777614
3913017990864135,8241251,0.1423047751257477
3942695422243214,3881265,0.1424058165128162
3966010299751151,5814558,0.14259998758937315
3972468470971466,8241251,0.14297282402376849
3942692012509246,5850543,0.14320159115448622
3915144268134616,5850543,0.14379693052433307
3925855850120657,5751377,0.14392023232000237
3956598281432576,3532885,0.14405723522031427
3831938169177737,7298946,0.14413780987168637
3947137933231737,799845,0.1444423879630289
3912677803490942,1351956,0.14448996356494662
3878959198312773,2298223,0.14482211704722536
3935099554691069,3881265,0.14496676266542036
3968551930870775,6070277,0.1450324009622696
3969584098834937,5257388,0.14516424216295407
3934490621962095,7619123,0.14524212013414278
